,name,locGrp,yr,ptlat_mean,ptlong_mean,wind_max,pressure_min,minlong_min,minlat_min,failTF_sum
4464,Amy1975,3,1975.0,35.4798757,-79.1802994,30.0,1006.0,-79.0,27.5,1.0
4768,Ana1991,3,1991.0,32.10827413333333,-82.15270729999999,25.0,1012.0,-79.0,31.5,3.0
4984,Ana2015,1,2015.0,39.01595978727273,-75.58429031727273,30.0,1012.0,-78.8,32.2,9.0
5080,Ana2015,3,2015.0,33.875,-78.725,40.0,1002.0,-78.8,32.2,0.0
5318,Andrea2013,2,2013.0,29.10788,-90.16212,50.0,999.0,-86.6,25.1,1.0
5366,Andrea2013,3,2013.0,33.848692713333335,-81.88858051666666,50.0,992.0,-86.6,25.1,4.0
5531,Andrew1986,1,1986.0,40.582197050000005,-74.19798835,40.0,1002.0,-78.0,29.7,2.0
5873,Andrew1992,2,1992.0,31.476707049999998,-90.2170282,125.0,937.0,-91.7,10.8,6.0
5921,Andrew1992,3,1992.0,31.670249025,-80.384483025,145.0,922.0,-91.7,10.8,5.0
6017,Andrew1992,5,1992.0,29.765979266666665,-94.58404066666667,80.0,973.0,-91.7,10.8,3.0
6146,Anita1977,2,1977.0,30.278162233333333,-90.05858386666667,50.0,1003.0,-103.0,22.0,3.0
6290,Anita1977,5,1977.0,29.704537677777775,-95.33828615555555,85.0,972.0,-103.0,22.0,9.0
6405,Arthur1996,1,1996.0,37.849907,-76.06554030000001,35.0,1005.0,-78.8,26.8,1.0
6501,Arthur1996,3,1996.0,34.550131300000004,-81.89288699999999,40.0,1005.0,-78.8,26.8,3.0
6699,Arthur2002,1,2002.0,38.774522399999995,-76.9697772,30.0,1008.0,-75.1,35.0,2.0
6795,Arthur2002,3,2002.0,36.0896801,-79.95284509999999,30.0,1009.0,-75.1,35.0,1.0
6999,Arthur2014,1,2014.0,39.4392126,-75.25029246666666,85.0,973.0,-79.2,27.5,13.0
7095,Arthur2014,3,2014.0,31.744491,-81.849403,80.0,978.0,-79.2,27.5,3.0
7389,Arthur2020,3,2020.0,34.4638392,-80.06369253333334,45.0,1000.0,-78.7,28.0,3.0
7640,Barry1983,3,1983.0,27.766666666666666,-81.13333333333333,30.0,1013.0,-99.5,25.1,0.0
7736,Barry1983,5,1983.0,28.020670463636364,-98.36505988181817,60.0,995.0,-99.5,25.1,11.0
7898,Barry2001,2,2001.0,31.76,-87.16,60.0,990.0,-88.5,25.7,0.0
7946,Barry2001,3,2001.0,27.9903597,-82.3017728,45.0,1010.0,-88.5,25.7,1.0
8240,Barry2007,3,2007.0,28.6,-82.4,30.0,1000.0,-85.8,22.3,0.0
8396,Barry2019,0,2019.0,34.30539991111111,-97.30702337777777,35.0,1007.0,-91.9,27.7,9.0
8492,Barry2019,2,2019.0,31.035628378571428,-90.90397077714286,65.0,993.0,-91.9,27.7,6.0
8636,Barry2019,5,2019.0,29.89182634666667,-95.21109550666667,50.0,999.0,-91.9,27.7,15.0
8689,Belle1976,1,1976.0,41.26170461666667,-73.96703519166665,80.0,977.0,-75.3,25.6,12.0
8785,Belle1976,3,1976.0,32.7764749,-79.93105120000001,105.0,959.0,-75.3,25.6,1.0
8941,Beryl1988,0,1988.0,32.71674369999999,-96.5463156,20.0,1011.0,-92.6,29.3,1.0
9037,Beryl1988,2,1988.0,30.071299790909094,-90.42384842727273,45.0,1001.0,-92.6,29.3,1.0
9181,Beryl1988,5,1988.0,29.65254486666667,-95.4190134,20.0,1011.0,-92.6,29.3,3.0
9283,Beryl1994,1,1994.0,41.32550824,-75.33175370000001,15.0,1010.0,-87.3,28.7,6.0
9379,Beryl1994,3,1994.0,31.689999999999998,-84.71000000000001,50.0,999.0,-87.3,28.7,0.0
9427,Beryl1994,4,1994.0,38.807837,-82.3163666,15.0,1011.0,-87.3,28.7,1.0
9583,Beryl2006,1,2006.0,39.918233375,-74.958137775,50.0,1002.0,-73.7,32.3,4.0
9973,Beryl2012,3,2012.0,31.60624072727273,-82.27955427272728,55.0,994.0,-83.4,30.1,1.0
10125,Beta2020,0,2020.0,32.927454025,-96.74447365500001,25.0,1006.0,-96.8,21.5,2.0
10365,Beta2020,5,2020.0,29.230493154545456,-95.61402657863637,55.0,996.0,-96.8,21.5,17.0
10492,Bill2003,2,2003.0,31.396485563636364,-89.9713623090909,50.0,997.0,-91.5,22.0,8.0
10540,Bill2003,3,2003.0,34.0876881,-85.14704495000001,20.0,1007.0,-91.5,22.0,1.0
10588,Bill2003,4,2003.0,38.3567493,-82.5929364,20.0,1009.0,-91.5,22.0,1.0
10636,Bill2003,5,2003.0,29.90926485,-94.773548675,50.0,997.0,-91.5,22.0,4.0
10696,Bill2015,0,2015.0,34.25014025,-99.32496958333333,30.0,999.0,-96.7,27.6,11.0
10792,Bill2015,2,2015.0,30.016761666666667,-91.56320166666667,45.0,1001.0,-96.7,27.6,3.0
10936,Bill2015,5,2015.0,29.712809036249997,-95.82944770291665,50.0,997.0,-96.7,27.6,23.0
10996,Bob1979,1,1979.0,39.717648075,-74.8919417375,20.0,1009.0,-96.0,22.0,21.0
11044,Bob1979,2,1979.0,32.791806655555554,-90.4533617,65.0,986.0,-96.0,22.0,8.0
11092,Bob1979,3,1979.0,33.40758258333333,-84.14134266666666,30.0,998.0,-96.0,22.0,6.0
11140,Bob1979,4,1979.0,40.58680897826087,-83.35949238695652,25.0,1006.0,-96.0,22.0,23.0
11188,Bob1979,5,1979.0,32.4011382,-93.7943157,30.0,998.0,-96.0,22.0,1.0
11290,Bob1985,1,1985.0,40.196604349999994,-77.58055395,25.0,1011.0,-85.0,25.6,2.0
11386,Bob1985,3,1985.0,30.53505801111111,-81.52541272222223,65.0,1003.0,-85.0,25.6,2.0
11584,Bob1991,1,1991.0,42.02992925,-71.69965013333332,100.0,950.0,-77.0,25.6,2.0
11680,Bob1991,3,1991.0,28.2919557,-81.40757099999999,65.0,986.0,-77.0,25.6,1.0
11819,Bonnie1986,0,1986.0,36.354695766666666,-95.08496971666666,25.0,1013.0,-94.7,25.6,4.0
11915,Bonnie1986,2,1986.0,34.7444618,-92.2880157,15.0,1014.0,-94.7,25.6,1.0
12011,Bonnie1986,4,1986.0,37.2,-90.0,10.0,1012.0,-94.7,25.6,0.0
12059,Bonnie1986,5,1986.0,30.851449960000004,-94.20023254,75.0,990.0,-94.7,25.6,2.0
12167,Bonnie1998,1,1998.0,37.339079579999996,-76.2456665,75.0,974.0,-77.8,14.7,2.0
12263,Bonnie1998,3,1998.0,34.300000000000004,-77.63333333333334,95.0,963.0,-77.8,14.7,0.0
12461,Bonnie2004,1,2004.0,39.000506949999995,-76.08704596666666,25.0,1008.0,-90.6,12.9,5.0
12509,Bonnie2004,2,2004.0,29.5270208,-90.41021914999999,45.0,1008.0,-90.6,12.9,2.0
12557,Bonnie2004,3,2004.0,31.663357819999998,-82.7193171,40.0,1002.0,-90.6,12.9,1.0
12803,Bonnie2010,2,2010.0,29.430524833333333,-90.36429299999999,25.0,1013.0,-84.4,21.5,6.0
12851,Bonnie2010,3,2010.0,27.319076666666664,-81.86142,35.0,1007.0,-84.4,21.5,1.0
13049,Bonnie2016,1,2016.0,37.586723,-77.61972897,30.0,1008.0,-80.3,28.3,1.0
13145,Bonnie2016,3,2016.0,33.05243402800001,-80.94340582800001,30.0,1007.0,-80.3,28.3,1.0
13262,Chantal1989,0,1989.0,33.8999264,-98.47941812857142,20.0,1007.0,-98.5,22.5,5.0
13358,Chantal1989,2,1989.0,29.713201199999993,-90.26977905,65.0,991.0,-98.5,22.5,2.0
13502,Chantal1989,5,1989.0,30.1956528875,-95.91041015,70.0,984.0,-98.5,22.5,3.0
13595,Charley1986,1,1986.0,37.58735338571428,-76.01236028571428,70.0,987.0,-79.0,32.2,3.0
13847,Charley1998,0,1998.0,31.9685988,-99.90181309999998,20.0,1008.0,-101.2,25.3,3.0
13943,Charley1998,2,1998.0,29.8601413,-92.3813621,45.0,1006.0,-101.2,25.3,1.0
14087,Charley1998,5,1998.0,29.12715409230769,-97.54383513846155,60.0,1000.0,-101.2,25.3,5.0
14285,Charley2004,3,2004.0,31.65793602,-80.25056902,130.0,941.0,-82.9,11.4,1.0
14407,Chris1982,0,1982.0,34.93436305,-96.22270879999999,30.0,1004.0,-94.2,26.8,2.0
14503,Chris1982,2,1982.0,32.765039025,-90.13962807499999,40.0,999.0,-94.2,26.8,3.0
14599,Chris1982,4,1982.0,38.5200504,-89.9839935,25.0,1010.0,-94.2,26.8,1.0
14647,Chris1982,5,1982.0,30.179157766666666,-95.1348845,55.0,994.0,-94.2,26.8,6.0
14845,Chris1988,3,1988.0,32.88651636666666,-82.22794133333333,40.0,1005.0,-81.1,14.6,1.0
15122,Clara1977,3,1977.0,34.2381083,-80.14979117499999,25.0,1012.0,-79.0,32.8,6.0
15268,Claudette1979,0,1979.0,35.62770975714285,-96.55145562142857,20.0,1004.0,-96.3,12.5,14.0
15316,Claudette1979,1,1979.0,41.0671908,-79.1042633,15.0,1011.0,-96.3,12.5,4.0
15460,Claudette1979,4,1979.0,41.0226402,-86.337001525,15.0,1009.0,-96.3,12.5,32.0
15508,Claudette1979,5,1979.0,30.199448606666667,-95.86729215333334,45.0,997.0,-96.3,12.5,11.0
15580,Claudette2003,0,2003.0,32.23453865,-102.175576875,70.0,984.0,-104.3,14.8,11.0
15820,Claudette2003,5,2003.0,29.563155883333334,-96.44759946666666,80.0,979.0,-104.3,14.8,15.0
15970,Claudette2009,2,2009.0,30.890147099999997,-89.69235085000001,40.0,1005.0,-88.3,27.0,8.0
16018,Claudette2009,3,2009.0,32.951116379999995,-84.49043122,45.0,1005.0,-88.3,27.0,4.0
16222,Claudette2021,1,2021.0,38.6152735,-75.903791,40.0,1004.0,-81.2,34.2,2.0
16270,Claudette2021,2,2021.0,31.923042986363637,-89.67498228727273,40.0,1003.0,-81.2,34.2,11.0
16318,Claudette2021,3,2021.0,34.284062,-82.26155025,40.0,1006.0,-81.2,34.2,2.0
16366,Claudette2021,4,2021.0,37.947553,-84.495368,25.0,1008.0,-81.2,34.2,1.0
16414,Claudette2021,5,2021.0,29.806304720588237,-94.5718642635294,40.0,1003.0,-81.2,34.2,17.0
16601,Colin2016,3,2016.0,29.224115333333334,-82.72665599999999,45.0,1001.0,-88.0,21.6,1.0
16785,Cristobal2008,1,2008.0,39.98302973333333,-75.3483033,55.0,1000.0,-79.8,31.7,3.0
16881,Cristobal2008,3,2008.0,31.80387765,-81.026543,45.0,1006.0,-79.8,31.7,2.0
17037,Cristobal2020,0,2020.0,37.49879902,-96.02200098428571,30.0,988.0,-92.6,17.6,7.0
17133,Cristobal2020,2,2020.0,31.51748441923077,-91.38155821384615,45.0,990.0,-92.6,17.6,11.0
17229,Cristobal2020,4,2020.0,41.52835942,-91.490067345,30.0,988.0,-92.6,17.6,6.0
17277,Cristobal2020,5,2020.0,30.339649026153843,-94.58386466769231,30.0,993.0,-92.6,17.6,13.0
17381,Danielle1980,2,1980.0,32.111712875,-91.748632725,50.0,1004.0,-100.0,28.3,4.0
17525,Danielle1980,5,1980.0,29.363689045454546,-96.6322948181818,50.0,1004.0,-100.0,28.3,4.0
17633,Danielle1992,1,1992.0,39.097752375,-76.99418605,55.0,1007.0,-76.5,32.5,4.0
17729,Danielle1992,3,1992.0,35.7595731,-79.01929969999999,55.0,1001.0,-76.5,32.5,1.0
17962,Danny1985,2,1985.0,32.199334325,-90.63035305,75.0,988.0,-92.7,18.5,1.0
18010,Danny1985,3,1985.0,35.666666666666664,-82.71666666666667,30.0,1008.0,-92.7,18.5,0.0
18106,Danny1985,5,1985.0,29.730073500000003,-94.15135923333334,80.0,987.0,-92.7,18.5,2.0
18214,Danny1997,1,1997.0,38.7383112,-76.68524753333332,50.0,996.0,-92.6,27.4,2.0
18262,Danny1997,2,1997.0,30.80778654736842,-88.28205602105264,70.0,984.0,-92.6,27.4,2.0
18310,Danny1997,3,1997.0,34.33587645555556,-83.38825497777778,30.0,1004.0,-92.6,27.4,1.0
18406,Danny1997,5,1997.0,28.92359395,-96.1407918,30.0,1011.0,-92.6,27.4,2.0
18622,Danny2021,3,2021.0,32.349999999999994,-80.6,35.0,1010.0,-80.7,29.8,0.0
18772,David1979,1,1979.0,39.995499207407406,-75.4661593,40.0,987.0,-81.2,11.6,24.0
18868,David1979,3,1979.0,32.419523250000005,-80.716077325,85.0,970.0,-81.2,11.6,4.0
18916,David1979,4,1979.0,38.3306658,-80.6531473,40.0,987.0,-81.2,11.6,1.0
19064,Dean1983,1,1983.0,39.9174138,-75.76778039999999,40.0,1010.0,-76.9,30.3,17.0
19208,Dean1983,4,1983.0,39.474414575,-81.256771,30.0,1015.0,-76.9,30.3,4.0
19316,Dean1995,0,1995.0,32.36478189375,-99.36453345,20.0,1004.0,-98.5,26.1,11.0
19556,Dean1995,5,1995.0,29.911603522222222,-95.47813925555556,40.0,999.0,-98.5,26.1,5.0
19717,Debby2012,2,2012.0,29.25633,-91.17833,50.0,995.0,-87.6,25.5,1.0
19765,Debby2012,3,2012.0,29.015208325,-82.39958332500001,35.0,995.0,-87.6,25.5,1.0
19929,Diana1984,1,1984.0,38.49258116666666,-75.1229685,60.0,992.0,-80.4,28.5,2.0
20025,Diana1984,3,1984.0,34.3533858625,-78.4678908375,115.0,949.0,-80.4,28.5,1.0
20436,Don2011,5,2011.0,29.140325363636364,-96.00605018181818,45.0,1004.0,-95.5,21.6,11.0
20540,Dorian2019,1,2019.0,38.90287504,-75.02468120625,85.0,954.0,-79.7,10.3,6.0
20636,Dorian2019,3,2019.0,32.854796183333335,-81.60312326666666,115.0,944.0,-79.7,10.3,6.0
20907,Edouard2002,3,2002.0,29.23333333333333,-81.5,35.0,1008.0,-86.0,28.3,0.0
21057,Edouard2008,0,2008.0,34.1381467,-98.18448914999999,30.0,1003.0,-91.0,28.1,2.0
21153,Edouard2008,2,2008.0,30.080764,-92.6715308,55.0,997.0,-91.0,28.1,1.0
21297,Edouard2008,5,2008.0,29.93127476666666,-94.77919460833334,55.0,996.0,-91.0,28.1,12.0
21406,Elsa2021,1,2021.0,40.90431374875,-75.85699528375,50.0,999.0,-83.6,9.3,6.0
21502,Elsa2021,3,2021.0,31.72,-82.38,55.0,1000.0,-83.6,9.3,0.0
21550,Elsa2021,4,2021.0,38.179722725000005,-81.600749475,45.0,1003.0,-83.6,9.3,4.0
21666,Emily1993,1,1993.0,40.23356424999999,-76.23225860000001,100.0,962.0,-75.2,19.9,2.0
22158,Emily2005,5,2005.0,27.8025401,-97.5138947,70.0,975.0,-101.1,10.7,1.0
22362,Emily2017,3,2017.0,27.336531200000003,-81.33544520000001,50.0,1001.0,-85.4,27.5,1.0
22732,Erika2003,5,2003.0,29.3845708,-95.2475518,55.0,995.0,-100.3,24.7,1.0
22820,Erin1995,1,1995.0,39.8006553,-76.9830358,20.0,1008.0,-90.2,22.8,1.0
22868,Erin1995,2,1995.0,33.15555555555555,-89.14444444444445,75.0,973.0,-90.2,22.8,0.0
22916,Erin1995,3,1995.0,27.866666666666664,-80.86666666666667,75.0,984.0,-90.2,22.8,0.0
22964,Erin1995,4,1995.0,38.330138766666664,-84.33047741666667,20.0,1003.0,-90.2,22.8,3.0
23072,Erin2007,0,2007.0,32.7618339,-99.53879388571428,25.0,1007.0,-99.5,23.7,7.0
23312,Erin2007,5,2007.0,29.412695609999997,-96.45124641999999,30.0,1006.0,-99.5,23.7,5.0
23407,Ernesto2006,1,2006.0,38.9546162,-76.9094308,30.0,991.0,-81.0,12.7,1.0
23503,Ernesto2006,3,2006.0,29.459479866666666,-80.29750634444444,60.0,985.0,-81.0,12.7,2.0
23709,Eta2020,1,2020.0,36.173117,-76.472405,40.0,1004.0,-87.6,13.6,1.0
23805,Eta2020,3,2020.0,28.520925944444443,-81.40614356666667,55.0,992.0,-87.6,13.6,4.0
24094,Eta2021,3,2021.0,32.902339,-79.985598,40.0,1004.0,-109.3,42.4,1.0
24459,Fay2002,5,2002.0,29.5363254,-96.02837272,50.0,999.0,-98.9,27.6,7.0
24609,Fay2008,2,2008.0,32.41125058461539,-89.20207780000001,30.0,999.0,-90.0,18.4,4.0
24657,Fay2008,3,2008.0,29.340125569565217,-82.28670846956521,60.0,986.0,-90.0,18.4,1.0
24705,Fay2008,4,2008.0,38.9989499,-84.62661109999999,15.0,1005.0,-90.0,18.4,1.0
24861,Fay2020,1,2020.0,40.152039928571426,-75.47596355714286,45.0,999.0,-74.9,35.4,7.0
25124,Felix1995,1,1995.0,38.1425795,-76.5084866,65.0,972.0,-72.9,14.3,1.0
25500,Floyd1987,3,1987.0,25.1,-80.5,65.0,993.0,-84.5,14.1,0.0
25704,Floyd1999,1,1999.0,40.064844928571425,-74.42686168571427,70.0,967.0,-79.1,14.6,3.0
25800,Floyd1999,3,1999.0,34.662823833333334,-78.58890086666666,90.0,956.0,-79.1,14.6,1.0
26062,Fred2021,2,2021.0,32.99389465666667,-86.88263980666666,35.0,1004.0,-85.9,17.3,3.0
26110,Fred2021,3,2021.0,31.809851714285713,-85.04345542857143,55.0,991.0,-85.9,17.3,1.0
26260,Frederic1979,1,1979.0,39.96188568,-78.85638292,35.0,997.0,-88.7,11.0,5.0
26308,Frederic1979,2,1979.0,33.33360493846154,-88.68904052307691,95.0,955.0,-88.7,11.0,10.0
26404,Frederic1979,4,1979.0,41.133185824242425,-83.56786745757576,40.0,990.0,-88.7,11.0,30.0
26666,Gabrielle2001,3,2001.0,28.075000000000003,-81.675,60.0,983.0,-85.7,25.1,0.0
26864,Gabrielle2007,1,2007.0,38.72930267777778,-75.62825905555556,50.0,1005.0,-76.4,31.8,7.0
26960,Gabrielle2007,3,2007.0,35.7398464,-78.7798145,45.0,1006.0,-76.4,31.8,1.0
27149,Gaston2004,1,2004.0,39.33268173333334,-77.052741,35.0,1001.0,-79.6,31.3,4.0
27245,Gaston2004,3,2004.0,34.0,-79.31666666666666,65.0,985.0,-79.6,31.3,0.0
27479,Georges1998,2,1998.0,30.633709538461538,-88.28301250000001,95.0,961.0,-89.0,9.7,4.0
27527,Georges1998,3,1998.0,30.575,-83.6,25.0,1002.0,-89.0,9.7,0.0
27661,Gilbert1988,0,1988.0,32.448966299999995,-99.780276175,25.0,1001.0,-103.7,12.0,6.0
27853,Gilbert1988,4,1988.0,38.24617995,-91.99825279999999,25.0,999.0,-103.7,12.0,2.0
27901,Gilbert1988,5,1988.0,29.3,-102.6,25.0,1003.0,-103.7,12.0,0.0
27994,Gloria1985,1,1985.0,38.88066432,-74.87890494,90.0,942.0,-76.2,13.3,1.0
28387,Gordon1994,3,1994.0,29.38733836666667,-81.74013967777779,45.0,995.0,-83.4,11.9,2.0
28681,Gordon2000,3,2000.0,30.955304475,-83.4113759,55.0,991.0,-88.7,19.8,1.0
28843,Gordon2018,0,2018.0,35.1159847075,-95.7330093375,15.0,1014.0,-90.9,24.2,4.0
28939,Gordon2018,2,2018.0,31.21513451857143,-91.30027154285713,60.0,999.0,-90.9,24.2,12.0
28987,Gordon2018,3,2018.0,27.478790000000004,-82.00432916666666,55.0,1002.0,-90.9,24.2,2.0
29083,Gordon2018,5,2018.0,30.427128863333333,-93.99122623333334,25.0,1012.0,-90.9,24.2,6.0
29163,Gustav2002,1,2002.0,40.58057185,-74.86326075,70.0,971.0,-75.4,33.7,2.0
29259,Gustav2002,3,2002.0,36.0896801,-79.95284509999999,55.0,985.0,-75.4,33.7,1.0
29409,Gustav2008,0,2008.0,35.0233077875,-94.59893381250001,20.0,997.0,-94.4,13.5,4.0
29505,Gustav2008,2,2008.0,30.299714847368417,-91.0652892368421,95.0,954.0,-94.4,13.5,13.0
29649,Gustav2008,5,2008.0,32.62581602,-93.77326226,30.0,989.0,-94.4,13.5,2.0
29787,Hanna2002,2,2002.0,30.360000000000003,-88.26,50.0,1002.0,-89.3,26.3,0.0
29835,Hanna2002,3,2002.0,32.70559636666667,-85.0655285,20.0,1011.0,-89.3,26.3,1.0
30033,Hanna2008,1,2008.0,39.618258275,-76.66203892499999,45.0,985.0,-79.3,19.4,14.0
30129,Hanna2008,3,2008.0,34.431166166666664,-79.08383633333334,60.0,981.0,-79.3,19.4,1.0
30381,Hanna2020,2,2020.0,30.223534,-92.17169150000001,45.0,1000.0,-100.3,25.8,2.0
30525,Hanna2020,5,2020.0,28.770240370588237,-95.92254852941176,80.0,973.0,-100.3,25.8,13.0
30696,Harvey1999,3,1999.0,25.9,-81.6,50.0,999.0,-87.8,25.0,0.0
30858,Harvey2017,0,2017.0,32.805722833333334,-98.08920866666666,40.0,998.0,-97.5,13.0,6.0
30954,Harvey2017,2,2017.0,31.854262305,-91.27154512749999,30.0,998.0,-97.5,13.0,6.0
31098,Harvey2017,5,2017.0,29.775589094285714,-95.51962872265305,115.0,941.0,-97.5,13.0,42.0
31162,Henri1985,1,1985.0,40.8,-72.5,35.0,1007.0,-74.6,29.6,0.0
31516,Henri2003,2,2003.0,29.7310184,-90.0279867,25.0,1009.0,-87.8,27.4,1.0
31564,Henri2003,3,2003.0,27.916065266666664,-82.37105723333333,30.0,1006.0,-87.8,27.4,1.0
31774,Henri2021,1,2021.0,41.334416125,-73.637539625,55.0,987.0,-74.4,29.5,5.0
32087,Hermine1998,2,1998.0,31.37149285,-90.9182711375,40.0,999.0,-92.5,25.7,3.0
32333,Hermine2004,1,2004.0,41.806541933333335,-72.6593218,35.0,1012.0,-71.5,29.0,2.0
32579,Hermine2010,0,2010.0,34.36679789157895,-98.83244083,25.0,1004.0,-99.5,20.0,16.0
32675,Hermine2010,2,2010.0,35.197675000000004,-92.419533,20.0,1005.0,-99.5,20.0,2.0
32819,Hermine2010,5,2010.0,29.88726452888889,-95.52349216111111,45.0,991.0,-99.5,20.0,15.0
32921,Hermine2016,1,2016.0,36.59856166666666,-78.00819533333333,55.0,993.0,-88.0,23.4,2.0
32969,Hermine2016,2,2016.0,31.921925333333334,-87.91066733333332,60.0,984.0,-88.0,23.4,3.0
33017,Hermine2016,3,2016.0,32.30929471428571,-83.50054142857142,70.0,981.0,-88.0,23.4,4.0
33182,Hugo1989,1,1989.0,38.9929383,-77.8863787,40.0,987.0,-81.8,12.5,1.0
33278,Hugo1989,3,1989.0,34.161063675,-81.879922325,120.0,934.0,-81.8,12.5,1.0
33326,Hugo1989,4,1989.0,38.404086,-82.82895856666666,40.0,987.0,-81.8,12.5,2.0
33440,Humberto2007,0,2007.0,33.056509733333336,-96.18081600000001,35.0,1000.0,-95.1,27.8,3.0
33536,Humberto2007,2,2007.0,31.85436434444445,-91.45665291111112,35.0,1000.0,-95.1,27.8,7.0
33680,Humberto2007,5,2007.0,30.319226595652175,-94.73411850869566,80.0,985.0,-95.1,27.8,20.0
33884,Humberto2019,3,2019.0,28.521042,-81.488926,60.0,993.0,-78.1,25.2,1.0
34114,Ida2009,2,2009.0,31.203729720000002,-90.25170932,50.0,998.0,-88.7,11.0,5.0
34403,Ida2010,2,2010.0,32.70442,-89.623715,50.0,998.0,-109.3,42.4,2.0
34547,Ida2010,5,2010.0,30.1824,-93.3524,50.0,998.0,-109.3,42.4,1.0
34702,Ida2021,2,2021.0,31.006733999130436,-90.40950081086956,130.0,931.0,-90.9,16.5,16.0
34798,Ida2021,4,2021.0,38.47521105272727,-85.23501614818181,20.0,999.0,-90.9,16.5,9.0
34846,Ida2021,5,2021.0,29.993036933999996,-94.171061266,105.0,944.0,-90.9,16.5,5.0
34881,Ike2008,0,2008.0,36.09042621428571,-96.59654634285714,35.0,980.0,-95.3,17.2,5.0
34977,Ike2008,2,2008.0,30.5111335,-91.17370055,95.0,950.0,-95.3,17.2,2.0
35121,Ike2008,5,2008.0,30.498488581818183,-95.16892281818181,95.0,950.0,-95.3,17.2,8.0
35180,Imelda2019,0,2019.0,33.260762,-97.01872533333334,30.0,1007.0,-95.7,28.3,6.0
35276,Imelda2019,2,2019.0,31.341439666666663,-91.94818566666667,25.0,1009.0,-95.7,28.3,6.0
35420,Imelda2019,5,2019.0,29.46124077241379,-95.51244134137931,40.0,1003.0,-95.7,28.3,21.0
35702,Ingrid2013,5,2013.0,27.27418,-98.15521,55.0,991.0,-99.2,19.1,1.0
35749,Isaac2012,0,2012.0,36.75183093,-96.05811174,25.0,1000.0,-94.0,14.9,7.0
35845,Isaac2012,2,2012.0,30.52868548,-90.79430285,70.0,965.0,-94.0,14.9,10.0
35893,Isaac2012,3,2012.0,26.76273,-80.05291,50.0,992.0,-94.0,14.9,1.0
35941,Isaac2012,4,2012.0,39.323679,-87.900338,20.0,1005.0,-94.0,14.9,1.0
35989,Isaac2012,5,2012.0,30.135159833076923,-94.80924093692308,55.0,977.0,-94.0,14.9,13.0
36154,Isabel1985,3,1985.0,30.71532716666667,-81.52056856666667,40.0,1006.0,-81.8,17.8,1.0
36364,Isabel2003,1,2003.0,37.84512478333333,-77.04831411666667,90.0,957.0,-78.9,13.4,2.0
36508,Isabel2003,4,2003.0,39.644023250000004,-82.80965215,50.0,988.0,-78.9,13.4,2.0
36669,Isaias2020,1,2020.0,40.076989,-78.63390733333334,60.0,993.0,-80.0,15.8,3.0
36765,Isaias2020,3,2020.0,31.93492725,-80.881312375,80.0,986.0,-80.0,15.8,7.0
37017,Isidore1984,3,1984.0,28.8852323,-81.879817625,50.0,1000.0,-82.3,23.4,1.0
37275,Isidore2002,2,2002.0,31.2393616,-90.18729902857142,55.0,984.0,-90.4,10.0,3.0
37323,Isidore2002,3,2002.0,35.0,-86.5,20.0,995.0,-90.4,10.0,0.0
37371,Isidore2002,4,2002.0,40.385678375,-85.039689275,20.0,998.0,-90.4,10.0,3.0
37469,Ivan2004,0,2004.0,32.53430735,-97.31508185,25.0,1009.0,-94.2,8.9,2.0
37517,Ivan2004,1,2004.0,39.83950847692308,-77.7645577076923,20.0,998.0,-94.2,8.9,11.0
37565,Ivan2004,2,2004.0,31.470735514285714,-88.82586322857142,110.0,931.0,-94.2,8.9,3.0
37613,Ivan2004,3,2004.0,35.22454823333333,-84.19102006666667,30.0,986.0,-94.2,8.9,1.0
37661,Ivan2004,4,2004.0,38.00334058333333,-84.1317092,25.0,991.0,-94.2,8.9,6.0
37709,Ivan2004,5,2004.0,30.2904108,-95.39407715,30.0,1003.0,-94.2,8.9,13.0
37973,Jeanne1980,5,1980.0,29.6850387,-95.16052065,30.0,1004.0,-95.2,18.6,2.0
38093,Jeanne2004,1,2004.0,37.3,-78.4,25.0,999.0,-83.9,15.9,0.0
38189,Jeanne2004,3,2004.0,30.89357400833333,-82.27452456666667,105.0,950.0,-83.9,15.9,1.0
38318,Jerry1989,0,1989.0,35.488488925,-96.892242725,20.0,1000.0,-95.0,19.4,4.0
38558,Jerry1989,5,1989.0,29.579572866666666,-94.663861,75.0,983.0,-95.0,19.4,2.0
38756,Jerry1995,3,1995.0,30.65555555555555,-82.82222222222222,35.0,1002.0,-84.0,23.7,0.0
38997,Josephine1996,2,1996.0,29.7328031,-90.6359215,60.0,981.0,-96.2,22.7,3.0
39045,Josephine1996,3,1996.0,30.0,-83.9,60.0,983.0,-96.2,22.7,0.0
39141,Josephine1996,5,1996.0,28.9827565,-95.969402,30.0,1002.0,-96.2,22.7,1.0
39274,Juan1985,2,1985.0,30.437043992857145,-90.88839722857142,75.0,972.0,-93.0,23.8,3.0
39322,Juan1985,3,1985.0,33.82582655,-84.75940915,40.0,984.0,-93.0,23.8,2.0
39418,Juan1985,5,1985.0,30.156177800000002,-96.1628204,75.0,971.0,-93.0,23.8,2.0
39641,Julia2016,3,2016.0,29.253169,-81.157814,45.0,1009.0,-81.7,27.3,1.0
39878,Karen2013,2,2013.0,30.49177144,-91.27793776,25.0,1009.0,-91.9,21.5,5.0
40022,Karen2013,5,2013.0,29.914407946,-94.687982882,25.0,1009.0,-91.9,21.5,10.0
