,name,locGrp,yr,ptlat_mean,ptlong_mean,wind_max,pressure_min,minlong_min,minlat_min,failTF_sum
24705,Fay2008,4,2008,38.9989499,-84.6266111,15,1005,-90,18.4,1
24861,Fay2020,1,2020,40.152039928571426,-75.47596356,45,999,-74.9,35.4,7
25124,Felix1995,1,1995,38.1425795,-76.5084866,65,972,-72.9,14.3,1
25500,Floyd1987,3,1987,25.1,-80.5,65,993,-84.5,14.1,0
25704,Floyd1999,1,1999,40.064844928571425,-74.42686169,70,967,-79.1,14.6,3
25800,Floyd1999,3,1999,34.662823833333334,-78.58890087,90,956,-79.1,14.6,1
26062,Fred2021,2,2021,32.99389465666667,-86.88263981,35,1004,-85.9,17.3,3
26110,Fred2021,3,2021,31.809851714285713,-85.04345543,55,991,-85.9,17.3,1
26260,Frederic1979,1,1979,39.96188568,-78.85638292,35,997,-88.7,11,5
26308,Frederic1979,2,1979,33.33360493846154,-88.68904052,95,955,-88.7,11,10
26404,Frederic1979,4,1979,41.133185824242425,-83.56786746,40,990,-88.7,11,30
26666,Gabrielle2001,3,2001,28.075000000000003,-81.675,60,983,-85.7,25.1,0
26864,Gabrielle2007,1,2007,38.72930267777778,-75.62825906,50,1005,-76.4,31.8,7
26960,Gabrielle2007,3,2007,35.7398464,-78.7798145,45,1006,-76.4,31.8,1
27149,Gaston2004,1,2004,39.33268173333334,-77.052741,35,1001,-79.6,31.3,4
27245,Gaston2004,3,2004,34,-79.31666667,65,985,-79.6,31.3,0
27479,Georges1998,2,1998,30.633709538461538,-88.2830125,95,961,-89,9.7,4
27527,Georges1998,3,1998,30.575,-83.6,25,1002,-89,9.7,0
27661,Gilbert1988,0,1988,32.448966299999995,-99.78027618,25,1001,-103.7,12,6
27853,Gilbert1988,4,1988,38.24617995,-91.9982528,25,999,-103.7,12,2
27901,Gilbert1988,5,1988,29.3,-102.6,25,1003,-103.7,12,0
27994,Gloria1985,1,1985,38.88066432,-74.87890494,90,942,-76.2,13.3,1
28387,Gordon1994,3,1994,29.38733836666667,-81.74013968,45,995,-83.4,11.9,2
28681,Gordon2000,3,2000,30.95530448,-83.4113759,55,991,-88.7,19.8,1
28843,Gordon2018,0,2018,35.11598471,-95.73300934,15,1014,-90.9,24.2,4
28939,Gordon2018,2,2018,31.21513451857143,-91.30027154,60,999,-90.9,24.2,12
28987,Gordon2018,3,2018,27.478790000000004,-82.00432917,55,1002,-90.9,24.2,2
29083,Gordon2018,5,2018,30.427128863333333,-93.99122623,25,1012,-90.9,24.2,6
29163,Gustav2002,1,2002,40.58057185,-74.86326075,70,971,-75.4,33.7,2
29259,Gustav2002,3,2002,36.0896801,-79.9528451,55,985,-75.4,33.7,1
29409,Gustav2008,0,2008,35.02330779,-94.59893381,20,997,-94.4,13.5,4
29505,Gustav2008,2,2008,30.299714847368417,-91.06528924,95,954,-94.4,13.5,13
29649,Gustav2008,5,2008,32.62581602,-93.77326226,30,989,-94.4,13.5,2
29787,Hanna2002,2,2002,30.360000000000003,-88.26,50,1002,-89.3,26.3,0
29835,Hanna2002,3,2002,32.70559636666667,-85.0655285,20,1011,-89.3,26.3,1
30033,Hanna2008,1,2008,39.61825828,-76.66203892,45,985,-79.3,19.4,14
30129,Hanna2008,3,2008,34.431166166666664,-79.08383633,60,981,-79.3,19.4,1
30381,Hanna2020,2,2020,30.223534,-92.1716915,45,1000,-100.3,25.8,2
30525,Hanna2020,5,2020,28.770240370588237,-95.92254853,80,973,-100.3,25.8,13
30696,Harvey1999,3,1999,25.9,-81.6,50,999,-87.8,25,0
30858,Harvey2017,0,2017,32.805722833333334,-98.08920867,40,998,-97.5,13,6
30954,Harvey2017,2,2017,31.85426231,-91.27154513,30,998,-97.5,13,6
31098,Harvey2017,5,2017,29.775589094285714,-95.51962872,115,941,-97.5,13,42
31162,Henri1985,1,1985,40.8,-72.5,35,1007,-74.6,29.6,0
31516,Henri2003,2,2003,29.7310184,-90.0279867,25,1009,-87.8,27.4,1
31564,Henri2003,3,2003,27.916065266666664,-82.37105723,30,1006,-87.8,27.4,1
31774,Henri2021,1,2021,41.33441613,-73.63753963,55,987,-74.4,29.5,5
32087,Hermine1998,2,1998,31.37149285,-90.91827114,40,999,-92.5,25.7,3
32333,Hermine2004,1,2004,41.806541933333335,-72.6593218,35,1012,-71.5,29,2
32579,Hermine2010,0,2010,34.36679789157895,-98.83244083,25,1004,-99.5,20,16
32675,Hermine2010,2,2010,35.197675000000004,-92.419533,20,1005,-99.5,20,2
32819,Hermine2010,5,2010,29.88726452888889,-95.52349216,45,991,-99.5,20,15
32921,Hermine2016,1,2016,36.59856166666666,-78.00819533,55,993,-88,23.4,2
32969,Hermine2016,2,2016,31.921925333333334,-87.91066733,60,984,-88,23.4,3
33017,Hermine2016,3,2016,32.30929471428571,-83.50054143,70,981,-88,23.4,4
33182,Hugo1989,1,1989,38.9929383,-77.8863787,40,987,-81.8,12.5,1
33278,Hugo1989,3,1989,34.16106368,-81.87992233,120,934,-81.8,12.5,1
33326,Hugo1989,4,1989,38.404086,-82.82895857,40,987,-81.8,12.5,2
33440,Humberto2007,0,2007,33.056509733333336,-96.180816,35,1000,-95.1,27.8,3
33536,Humberto2007,2,2007,31.85436434444445,-91.45665291,35,1000,-95.1,27.8,7
33680,Humberto2007,5,2007,30.319226595652175,-94.73411851,80,985,-95.1,27.8,20
33884,Humberto2019,3,2019,28.521042,-81.488926,60,993,-78.1,25.2,1
34114,Ida2009,2,2009,31.203729720000002,-90.25170932,50,998,-88.7,11,5
34403,Ida2010,2,2010,32.70442,-89.623715,50,998,-109.3,42.4,2
34547,Ida2010,5,2010,30.1824,-93.3524,50,998,-109.3,42.4,1
34702,Ida2021,2,2021,31.006733999130436,-90.40950081,130,931,-90.9,16.5,16
34798,Ida2021,4,2021,38.47521105272727,-85.23501615,20,999,-90.9,16.5,9
34846,Ida2021,5,2021,29.993036933999996,-94.17106127,105,944,-90.9,16.5,5
34881,Ike2008,0,2008,36.09042621428571,-96.59654634,35,980,-95.3,17.2,5
34977,Ike2008,2,2008,30.5111335,-91.17370055,95,950,-95.3,17.2,2
35121,Ike2008,5,2008,30.498488581818183,-95.16892282,95,950,-95.3,17.2,8
35180,Imelda2019,0,2019,33.260762,-97.01872533,30,1007,-95.7,28.3,6
35276,Imelda2019,2,2019,31.341439666666663,-91.94818567,25,1009,-95.7,28.3,6
35420,Imelda2019,5,2019,29.46124077241379,-95.51244134,40,1003,-95.7,28.3,21
35702,Ingrid2013,5,2013,27.27418,-98.15521,55,991,-99.2,19.1,1
35749,Isaac2012,0,2012,36.75183093,-96.05811174,25,1000,-94,14.9,7
35845,Isaac2012,2,2012,30.52868548,-90.79430285,70,965,-94,14.9,10
35893,Isaac2012,3,2012,26.76273,-80.05291,50,992,-94,14.9,1
35941,Isaac2012,4,2012,39.323679,-87.900338,20,1005,-94,14.9,1
35989,Isaac2012,5,2012,30.135159833076923,-94.80924094,55,977,-94,14.9,13
36154,Isabel1985,3,1985,30.71532716666667,-81.52056857,40,1006,-81.8,17.8,1
36364,Isabel2003,1,2003,37.84512478333333,-77.04831412,90,957,-78.9,13.4,2
36508,Isabel2003,4,2003,39.644023250000004,-82.80965215,50,988,-78.9,13.4,2
36669,Isaias2020,1,2020,40.076989,-78.63390733,60,993,-80,15.8,3
36765,Isaias2020,3,2020,31.93492725,-80.88131238,80,986,-80,15.8,7
37017,Isidore1984,3,1984,28.8852323,-81.87981763,50,1000,-82.3,23.4,1
37275,Isidore2002,2,2002,31.2393616,-90.18729903,55,984,-90.4,10,3
37323,Isidore2002,3,2002,35,-86.5,20,995,-90.4,10,0
37371,Isidore2002,4,2002,40.38567838,-85.03968928,20,998,-90.4,10,3
37469,Ivan2004,0,2004,32.53430735,-97.31508185,25,1009,-94.2,8.9,2
37517,Ivan2004,1,2004,39.83950847692308,-77.76455771,20,998,-94.2,8.9,11
37565,Ivan2004,2,2004,31.470735514285714,-88.82586323,110,931,-94.2,8.9,3
37613,Ivan2004,3,2004,35.22454823333333,-84.19102007,30,986,-94.2,8.9,1
37661,Ivan2004,4,2004,38.00334058333333,-84.1317092,25,991,-94.2,8.9,6
37709,Ivan2004,5,2004,30.2904108,-95.39407715,30,1003,-94.2,8.9,13
37973,Jeanne1980,5,1980,29.6850387,-95.16052065,30,1004,-95.2,18.6,2
38093,Jeanne2004,1,2004,37.3,-78.4,25,999,-83.9,15.9,0
38189,Jeanne2004,3,2004,30.89357400833333,-82.27452457,105,950,-83.9,15.9,1
38318,Jerry1989,0,1989,35.48848893,-96.89224273,20,1000,-95,19.4,4
38558,Jerry1989,5,1989,29.579572866666666,-94.663861,75,983,-95,19.4,2
38756,Jerry1995,3,1995,30.65555555555555,-82.82222222,35,1002,-84,23.7,0
38997,Josephine1996,2,1996,29.7328031,-90.6359215,60,981,-96.2,22.7,3
39045,Josephine1996,3,1996,30,-83.9,60,983,-96.2,22.7,0
39141,Josephine1996,5,1996,28.9827565,-95.969402,30,1002,-96.2,22.7,1
39274,Juan1985,2,1985,30.437043992857145,-90.88839723,75,972,-93,23.8,3
39322,Juan1985,3,1985,33.82582655,-84.75940915,40,984,-93,23.8,2
39418,Juan1985,5,1985,30.156177800000002,-96.1628204,75,971,-93,23.8,2
39641,Julia2016,3,2016,29.253169,-81.157814,45,1009,-81.7,27.3,1
39878,Karen2013,2,2013,30.49177144,-91.27793776,25,1009,-91.9,21.5,5
40022,Karen2013,5,2013,29.91440795,-94.68798288,25,1009,-91.9,21.5,10
40090,Kate1985,1,1985,34.7,-76.2,40,1003,-86.6,20.4,0
40186,Kate1985,3,1985,31.580000000000002,-82.94,85,967,-86.6,20.4,0
40446,Katrina2005,2,2005,30.33812504,-90.04718731,140,905,-89.6,23.1,26
40494,Katrina2005,3,2005,28.97910976,-82.16233396,70,978,-89.6,23.1,2
40542,Katrina2005,4,2005,39.54824685,-85.26690855,30,990,-89.6,23.1,2
40765,Keith1988,3,1988,27.5,-82.23333333,55,995,-87.2,14.9,0
40971,Kyle2002,1,2002,38.63892136,-76.32090684,40,1009,-80.8,26.3,4
41067,Kyle2002,3,2002,33.22,-79.18,35,1008,-80.8,26.3,0
41316,Lee2011,2,2011,29.427495,-90.57949167,45,997,-91.8,26.6,2
41460,Lee2011,5,2011,29.840884199999998,-94.2432832,45,997,-91.8,26.6,5
41535,Lili1990,1,1990,40.5795317,-74.1502007,50,995,-72.5,29.8,1
41787,Lili2002,0,2002,33.222614050000004,-96.23761695,40,985,-92.4,10.2,2
41883,Lili2002,2,2002,32.634552766666665,-91.51862683,80,963,-92.4,10.2,2
41979,Lili2002,4,2002,38.607522900000006,-90.7143762,25,997,-92.4,10.2,2
42027,Lili2002,5,2002,29.816734333333333,-95.04874397,60,976,-92.4,10.2,6
42207,Marco1990,3,1990,29.57802072,-83.12859438,55,989,-83.1,22.5,1
42477,Marco2020,2,2020,30.45874919,-91.29087343,35,1006,-88.6,15.3,8
42714,Maria2017,1,2017,40.3385835,-74.7067045,65,979,-73.1,12.2,2
43037,Matthew2004,2,2004,30.868033112499997,-91.27613255,30,1000,-95.4,24,7
43181,Matthew2004,5,2004,31.27448448,-94.6005827,35,999,-95.4,24,4
43289,Matthew2016,1,2016,34.7,-76,70,983,-80.7,13.4,0
43385,Matthew2016,3,2016,32.96353216666667,-80.68031167,85,957,-80.7,13.4,2
43675,Michael2018,3,2018,32.476529299999996,-83.415883,140,919,-86.8,18.4,5
43723,Michael2018,4,2018,37.55587,-81.36975,45,991,-86.8,18.4,1
43918,Mindy2021,2,2021,30.79575678,-88.20630376,35,1006,-86.8,28.4,1
43966,Mindy2021,3,2021,31.87554642857143,-82.78607929,50,1000,-86.8,28.4,3
44231,Mitch1998,3,1998,26.4,-81.6,55,987,-92.2,11.6,0
44490,Nate2017,2,2017,30.5372377,-90.07575873,75,983,-88.9,12,6
44538,Nate2017,3,2017,33.909129,-84.768482,25,996,-88.9,12,2
44586,Nate2017,4,2017,37.177566,-85.687109,25,996,-88.9,12,1
44634,Nate2017,5,2017,29.97940675,-94.01223,75,983,-88.9,12,4
44780,Nestor2019,2,2019,30.907827243999996,-90.06889727,50,996,-89.4,26.4,5
44974,Nicholas2021,0,2021,33.403611,-96.627784,30,1003,-96.7,21,2
45070,Nicholas2021,2,2021,30.244379000000002,-92.14357825,25,1006,-96.7,21,4
45214,Nicholas2021,5,2021,29.73269732769231,-95.42239209,65,988,-96.7,21,24
45361,NoStorm1976,3,1976,34.145823057142856,-81.17387431,12,1050,-109.3,42.4,7
45457,NoStorm1976,5,1976,28.803086385714288,-97.98180404,12,1050,-109.3,42.4,7
45554,NoStorm1977,1,1977,40.437320715053765,-74.94528553,12,1050,-109.3,42.4,93
45650,NoStorm1977,3,1977,33.73672844,-81.29921925,12,1050,-109.3,42.4,10
45746,NoStorm1977,5,1977,27.02078763333333,-97.7714805,12,1050,-109.3,42.4,3
45843,NoStorm1978,1,1978,40.48999528148148,-74.67874036,12,1050,-109.3,42.4,27
45891,NoStorm1978,2,1978,30.293956924999996,-90.06559979,12,1050,-109.3,42.4,8
45939,NoStorm1978,3,1978,33.96877681428572,-82.82434317,12,1050,-109.3,42.4,7
46035,NoStorm1978,5,1978,29.815530883333334,-95.1094691,12,1050,-109.3,42.4,6
46084,NoStorm1979,0,1979,32.41675391,-98.25257073,12,1050,-109.3,42.4,16
46132,NoStorm1979,1,1979,36.1568745,-78.4526607,12,1050,-109.3,42.4,2
46180,NoStorm1979,2,1979,30.36657121,-90.22738333,12,1050,-109.3,42.4,8
46228,NoStorm1979,3,1979,33.845627874074076,-82.31143672,12,1050,-109.3,42.4,27
46324,NoStorm1979,5,1979,29.91100276666667,-95.60180901,12,1050,-109.3,42.4,15
46373,NoStorm1980,0,1980,36.7303716,-96.37552338,12,1050,-109.3,42.4,18
46421,NoStorm1980,1,1980,40.553710602439025,-76.04782809,12,1050,-109.3,42.4,41
46469,NoStorm1980,2,1980,33.32909178,-89.66153701,12,1050,-109.3,42.4,23
46517,NoStorm1980,3,1980,32.881883699999996,-83.23807728,12,1050,-109.3,42.4,25
46565,NoStorm1980,4,1980,40.81275788229167,-85.23086094,12,1050,-109.3,42.4,96
46613,NoStorm1980,5,1980,30.635405233333337,-95.00252343,12,1050,-109.3,42.4,15
46662,NoStorm1981,0,1981,35.80300296153846,-96.85377164,12,1050,-109.3,42.4,26
46710,NoStorm1981,1,1981,40.903083926470586,-75.28459637,12,1050,-109.3,42.4,34
46758,NoStorm1981,2,1981,33.11637040740741,-89.70831818,12,1050,-109.3,42.4,27
46806,NoStorm1981,3,1981,33.281799177777785,-84.60613893,12,1050,-109.3,42.4,9
46854,NoStorm1981,4,1981,41.12884478211382,-84.91189984,12,1050,-109.3,42.4,123
46902,NoStorm1981,5,1981,29.857236099999998,-96.85505533,12,1050,-109.3,42.4,23
46951,NoStorm1982,0,1982,32.89256222,-97.53591416,12,1050,-109.3,42.4,5
47047,NoStorm1982,2,1982,31.002062063636366,-91.61681039,12,1050,-109.3,42.4,11
47191,NoStorm1982,5,1982,29.89637380222222,-95.77408639,12,1050,-109.3,42.4,45
47240,NoStorm1983,0,1983,36.01295057,-95.753749,12,1050,-109.3,42.4,10
47336,NoStorm1983,2,1983,33.31268806666667,-89.77726925,12,1050,-109.3,42.4,24
47384,NoStorm1983,3,1983,28.52929125,-81.36822055,12,1050,-109.3,42.4,2
47432,NoStorm1983,4,1983,37.33604115,-88.5607531,12,1050,-109.3,42.4,2
47480,NoStorm1983,5,1983,30.720495857142858,-95.70979842,12,1050,-109.3,42.4,21
47529,NoStorm1984,0,1984,35.6959102,-98.56234481,12,1050,-109.3,42.4,25
47577,NoStorm1984,1,1984,40.078072754761905,-76.00091154,12,1050,-109.3,42.4,42
47625,NoStorm1984,2,1984,33.315585237037034,-90.41075755,12,1050,-109.3,42.4,27
47673,NoStorm1984,3,1984,31.034764499999998,-80.87123083,12,1050,-109.3,42.4,3
47721,NoStorm1984,4,1984,38.353717241666665,-84.205626,12,1050,-109.3,42.4,12
47769,NoStorm1984,5,1984,30.072853711764704,-96.14366426,12,1050,-109.3,42.4,34
47818,NoStorm1985,0,1985,32.60598743529412,-99.22430429,12,1050,-109.3,42.4,17
47866,NoStorm1985,1,1985,40.92262678,-75.3877334,12,1050,-109.3,42.4,5
47914,NoStorm1985,2,1985,31.229713766666663,-90.3284099,12,1050,-109.3,42.4,3
47962,NoStorm1985,3,1985,30.2648211,-82.87512412,12,1050,-109.3,42.4,5
48010,NoStorm1985,4,1985,37.8953906,-81.1642682,12,1050,-109.3,42.4,1
48058,NoStorm1985,5,1985,29.76885523,-95.92052806,12,1050,-109.3,42.4,12
48107,NoStorm1986,0,1986,33.5806657,-94.9154952,12,1050,-109.3,42.4,1
48155,NoStorm1986,1,1986,40.47565576666667,-75.35844275,12,1050,-109.3,42.4,6
48203,NoStorm1986,2,1986,31.86095387142857,-90.42884873,12,1050,-109.3,42.4,7
48251,NoStorm1986,3,1986,32.165740140000004,-83.73050622,12,1050,-109.3,42.4,5
48299,NoStorm1986,4,1986,37.98593493333333,-84.91564865,12,1050,-109.3,42.4,6
48347,NoStorm1986,5,1986,30.38054336153846,-95.46630903,12,1050,-109.3,42.4,13
48396,NoStorm1987,0,1987,37.6119459,-96.1862926,12,1050,-109.3,42.4,7
48444,NoStorm1987,1,1987,41.1775059,-74.37573289,12,1050,-109.3,42.4,8
48492,NoStorm1987,2,1987,30.45973138333333,-90.28642025,12,1050,-109.3,42.4,6
48540,NoStorm1987,3,1987,32.689433425000004,-82.95815123,12,1050,-109.3,42.4,4
48588,NoStorm1987,4,1987,39.83059146666667,-87.04865336,12,1050,-109.3,42.4,9
48636,NoStorm1987,5,1987,30.098002766666664,-96.08171651,12,1050,-109.3,42.4,9
48685,NoStorm1988,0,1988,35.6499917,-96.2624387,12,1050,-109.3,42.4,10
48733,NoStorm1988,1,1988,40.20011773,-75.46296329,12,1050,-109.3,42.4,8
48781,NoStorm1988,2,1988,33.370004349999995,-88.77438288,12,1050,-109.3,42.4,6
48829,NoStorm1988,3,1988,35.519215849999995,-79.97470245,12,1050,-109.3,42.4,2
48877,NoStorm1988,4,1988,38.8551467,-89.96414481,12,1050,-109.3,42.4,7
48925,NoStorm1988,5,1988,29.965243483333335,-95.90329843,12,1050,-109.3,42.4,12
48974,NoStorm1989,0,1989,34.00098722258064,-99.11622108,12,1050,-109.3,42.4,31
49022,NoStorm1989,1,1989,41.62358581666666,-74.11421475,12,1050,-109.3,42.4,6
49070,NoStorm1989,2,1989,32.3488152,-88.89906372,12,1050,-109.3,42.4,11
49118,NoStorm1989,3,1989,34.196031,-81.91929867,12,1050,-109.3,42.4,7
49166,NoStorm1989,4,1989,39.95380628333333,-91.21739338,12,1050,-109.3,42.4,6
49214,NoStorm1989,5,1989,30.49399262,-95.40863956,12,1050,-109.3,42.4,10
49263,NoStorm1990,0,1990,33.6180812,-99.29015899,12,1050,-109.3,42.4,31
49311,NoStorm1990,1,1990,40.69055211,-75.23312046,12,1050,-109.3,42.4,8
49359,NoStorm1990,2,1990,32.32102033,-90.48795299,12,1050,-109.3,42.4,12
49407,NoStorm1990,3,1990,35.0928512,-85.643487,12,1050,-109.3,42.4,1
49455,NoStorm1990,4,1990,39.834506329999996,-88.98835218,12,1050,-109.3,42.4,10
49503,NoStorm1990,5,1990,30.02490765,-95.61556954,12,1050,-109.3,42.4,8
49552,NoStorm1991,0,1991,32.812099696153844,-99.50196543,12,1050,-109.3,42.4,26
49600,NoStorm1991,1,1991,40.484549333333334,-74.4233079,12,1050,-109.3,42.4,3
49648,NoStorm1991,2,1991,33.264620175000005,-91.19548235,12,1050,-109.3,42.4,8
49696,NoStorm1991,3,1991,33.76766263333334,-83.31786403,12,1050,-109.3,42.4,6
49744,NoStorm1991,4,1991,40.57662828,-83.03017244,12,1050,-109.3,42.4,5
49792,NoStorm1991,5,1991,29.91990759090909,-96.8241994,12,1050,-109.3,42.4,11
49889,NoStorm1992,1,1992,40.13468743333333,-75.34857696,12,1050,-109.3,42.4,9
49937,NoStorm1992,2,1992,32.71393906666667,-86.8905983,12,1050,-109.3,42.4,3
49985,NoStorm1992,3,1992,32.4155283,-81.86676339,12,1050,-109.3,42.4,7
50178,NoStorm1993,1,1993,40.17876033333333,-76.24328508,12,1050,-109.3,42.4,12
50226,NoStorm1993,2,1993,31.59267618,-90.72860048,12,1050,-109.3,42.4,10
50274,NoStorm1993,3,1993,33.255849250000004,-82.31212558,12,1050,-109.3,42.4,6
50370,NoStorm1993,5,1993,29.7902178,-94.82448196,12,1050,-109.3,42.4,5
50467,NoStorm1994,1,1994,40.37251284,-76.00989017,12,1050,-109.3,42.4,25
50515,NoStorm1994,2,1994,31.162067429411763,-90.68798522,12,1050,-109.3,42.4,17
50563,NoStorm1994,3,1994,35.14394275,-81.3509533,12,1050,-109.3,42.4,4
50611,NoStorm1994,4,1994,37.49977653333333,-86.40977143,12,1050,-109.3,42.4,3
50659,NoStorm1994,5,1994,31.704194049999998,-95.28873703,12,1050,-109.3,42.4,4
50756,NoStorm1995,1,1995,41.01992153,-76.35820555,12,1050,-109.3,42.4,4
50804,NoStorm1995,2,1995,30.39922266,-90.6589111,12,1050,-109.3,42.4,5
50852,NoStorm1995,3,1995,34.841158899999996,-81.41214536,12,1050,-109.3,42.4,5
50900,NoStorm1995,4,1995,38.62954223,-84.1157641,12,1050,-109.3,42.4,6
50997,NoStorm1996,0,1996,32.81338809,-99.74845028,12,1050,-109.3,42.4,25
